timestamp,price,date
1711929600000,223.01025217049565,2024-04-01
1712016000000,216.0984246288175,2024-04-02
1712102400000,203.92635789966022,2024-04-03
1712188800000,205.90540166551793,2024-04-04
1712275200000,211.1403051378068,2024-04-05
1712361600000,209.59016557705542,2024-04-06
1712448000000,212.68852684310096,2024-04-07
1712534400000,214.8148012876268,2024-04-08
1712620800000,224.13721317065244,2024-04-09
1712707200000,214.36057694319317,2024-04-10
1712793600000,218.2282717003218,2024-04-11
1712880000000,215.39684571251607,2024-04-12
1712966400000,204.76652595383686,2024-04-13
1713052800000,192.2936972137629,2024-04-14
1713139200000,198.08415795085614,2024-04-15
1713225600000,192.34214620039887,2024-04-16
1713312000000,191.40304138015955,2024-04-17
1713398400000,185.77869154598093,2024-04-18
1713484800000,192.37824057166023,2024-04-19
1713571200000,193.18879760392903,2024-04-20
1713657600000,197.47531445820678,2024-04-21
1713744000000,197.77912108409492,2024-04-22
1713830400000,203.73655557117922,2024-04-23
1713916800000,202.47782944678394,2024-04-24
1714003200000,196.09538084150353,2024-04-25
1714089600000,197.11731877705697,2024-04-26
1714176000000,194.43674711873035,2024-04-27
1714262400000,194.793329241543,2024-04-28
1714348800000,193.86460013032777,2024-04-29
1714435200000,195.7421328278728,2024-04-30
1714521600000,186.0115353949721,2024-05-01
1714608000000,180.3659633632379,2024-05-02
1714694400000,182.18551521249154,2024-05-03
1714780800000,191.32286189649395,2024-05-04
1714867200000,194.47617525807686,2024-05-05
1714953600000,195.73398601826023,2024-05-06
1715040000000,193.51490375655825,2024-05-07
1715126400000,190.49235722306327,2024-05-08
1715212800000,187.80110497692345,2024-05-09
1715299200000,192.22779432408103,2024-05-10
1715385600000,186.10965763778248,2024-05-11
1715472000000,187.15756580265443,2024-05-12
1715558400000,187.6903547326719,2024-05-13
1715644800000,190.5812926324187,2024-05-14
1715731200000,186.3806330369561,2024-05-15
1715817600000,199.5649475756809,2024-05-16
1715904000000,195.83049365513352,2024-05-17
1715990400000,204.56164181846466,2024-05-18
1716076800000,204.94207340050679,2024-05-19
1716163200000,202.10129737555675,2024-05-20
1716249600000,217.00852204960174,2024-05-21
1716336000000,222.18662344247414,2024-05-22
1716422400000,212.25588287743062,2024-05-23
1716508800000,208.47542470337697,2024-05-24
1716595200000,213.6192142960357,2024-05-25
1716681600000,209.99040490710536,2024-05-26
1716768000000,210.05987651164025,2024-05-27
1716854400000,210.46516812796762,2024-05-28
1716940800000,205.8630743583487,2024-05-29
1717027200000,203.18388063736057,2024-05-30
1717113600000,205.11739526811914,2024-05-31
1717200000000,202.48637410315513,2024-06-01
1717286400000,203.7025272012543,2024-06-02
1717372800000,202.53722246533061,2024-06-03
1717459200000,194.40842604083363,2024-06-04
1717545600000,206.94542539367745,2024-06-05
1717632000000,207.89558326266965,2024-06-06
1717718400000,211.1588470872019,2024-06-07
1717804800000,209.58521120605084,2024-06-08
1717891200000,205.11931156124706,2024-06-09
1717977600000,206.1468608202276,2024-06-10
1718064000000,208.93875148730888,2024-06-11
1718150400000,197.73143164413992,2024-06-12
1718236800000,202.38024215484242,2024-06-13
1718323200000,201.0536780094861,2024-06-14
1718409600000,201.64527861528526,2024-06-15
1718496000000,202.16292115802125,2024-06-16
1718582400000,201.49256048450894,2024-06-17
1718668800000,194.0404585078993,2024-06-18
1718755200000,182.82259925024513,2024-06-19
1718841600000,189.66237951016305,2024-06-20
1718928000000,186.89095138811905,2024-06-21
1719014400000,183.83673093263727,2024-06-22
1719100800000,172.22064371291788,2024-06-23
1719187200000,178.94337057462988,2024-06-24
1719273600000,186.42864804969176,2024-06-25
1719360000000,190.62051758082364,2024-06-26
1719446400000,181.72553635334964,2024-06-27
1719532800000,182.8102539270395,2024-06-28
1719619200000,170.847387621765,2024-06-29
1719705600000,181.0516502186963,2024-06-30
1719792000000,180.4599772886942,2024-07-01
1719878400000,187.9490334799773,2024-07-02
1719964800000,183.91066573487143,2024-07-03
1720051200000,179.23867110513856,2024-07-04
1720137600000,172.07106700213333,2024-07-05
1720224000000,158.25690091868364,2024-07-06
1720310400000,170.19375525154953,2024-07-07
1720396800000,173.58535826292737,2024-07-08
1720483200000,165.95710831008435,2024-07-09
1720569600000,165.6420453351383,2024-07-10
1720656000000,172.44828841178258,2024-07-11
1720742400000,149.41910207417158,2024-07-12
1720828800000,172.20723959100224,2024-07-13
1720915200000,169.19665487293315,2024-07-14
1721001600000,174.87594381722948,2024-07-15
1721088000000,177.34753198140623,2024-07-16
1721174400000,188.3947240591315,2024-07-17
1721260800000,186.56146342405097,2024-07-18
1721347200000,179.72350826227702,2024-07-19
1721433600000,175.98366756868853,2024-07-20
1721520000000,181.0399300830199,2024-07-21
1721606400000,189.54775784068366,2024-07-22
1721692800000,181.75968986183375,2024-07-23
1721779200000,178.78383068227723,2024-07-24
1721865600000,183.3166454250343,2024-07-25
1721952000000,191.388419667067,2024-07-26
1722038400000,195.21771301959106,2024-07-27
1722124800000,193.51385324622083,2024-07-28
1722211200000,189.5678460141792,2024-07-29
1722297600000,192.02898436648582,2024-07-30
1722384000000,185.44903129742988,2024-07-31
1722470400000,185.2632748785818,2024-08-01
1722556800000,182.60386941991294,2024-08-02
1722643200000,173.31042153466007,2024-08-03
1722729600000,170.01166595379843,2024-08-04
1722816000000,162.40648787460896,2024-08-05
1722902400000,150.0038742236894,2024-08-06
