timestamp,price
2023-08-06,7.218537735993114
2023-08-07,7.090867388745349
2023-08-08,7.281257737532851
2023-08-09,7.446212665023167
2023-08-10,7.6979698366517475
2023-08-11,7.6106656414002245
2023-08-12,7.484950020872433
2023-08-13,7.437998137088484
2023-08-14,7.368213601305651
2023-08-15,7.411531002098271
2023-08-16,7.041426182419712
2023-08-17,6.759308785156346
2023-08-18,6.177776083175886
2023-08-19,6.169827358126142
2023-08-20,6.175369066489236
2023-08-21,6.206875302692759
2023-08-22,6.175229867826943
2023-08-23,6.110510301913962
2023-08-24,6.346907274261131
2023-08-25,6.072998623497532
2023-08-26,6.0092230890773
2023-08-27,6.004275095687794
2023-08-28,6.02238371755352
2023-08-29,5.978984470643784
2023-08-30,6.186604079247775
2023-08-31,5.931985623892427
2023-09-01,5.874259604181934
2023-09-02,5.933920190124827
2023-09-03,5.9649969290491045
2023-09-04,6.025127120866322
2023-09-05,6.015891215437196
2023-09-06,6.13681681655525
2023-09-07,6.295323476025742
2023-09-08,6.379943170991524
2023-09-09,6.280802218251245
2023-09-10,6.160013404946028
2023-09-11,6.014861843002968
2023-09-12,5.81750855213024
2023-09-13,5.962547629131711
2023-09-14,6.019990967320409
2023-09-15,6.150073503944212
2023-09-16,6.365398241529255
2023-09-17,6.283632065709154
2023-09-18,6.143214110253745
2023-09-19,6.554833100265137
2023-09-20,6.860257820706446
2023-09-21,6.902336365409894
2023-09-22,6.677166207814441
2023-09-23,6.931605891556583
2023-09-24,7.194960176959179
2023-09-25,6.981401897591298
2023-09-26,7.487043588194197
2023-09-27,7.367758979006849
2023-09-28,7.643620502199395
2023-09-29,7.817963883481831
2023-09-30,7.957478510718355
2023-10-01,8.173275205355003
2023-10-02,8.042026246577885
2023-10-03,7.472030354142351
2023-10-04,7.418879844248799
2023-10-05,7.688843987507268
2023-10-06,7.47466112605068
2023-10-07,7.653735252025906
2023-10-08,7.533088381302588
2023-10-09,7.678215230808403
2023-10-10,7.282660706354257
2023-10-11,7.266659000819015
2023-10-12,7.391047845405136
2023-10-13,7.18582020146808
2023-10-14,7.252798163179459
2023-10-15,7.319920085397909
2023-10-16,7.418398480867385
2023-10-17,7.546265554361975
2023-10-18,7.335475538417494
2023-10-19,7.360076983981199
2023-10-20,7.310802651697444
2023-10-21,7.58007508602942
2023-10-22,8.897063795115772
2023-10-23,10.13923430169388
2023-10-24,10.514791523384565
2023-10-25,10.44261770544491
2023-10-26,11.01095731780599
2023-10-27,10.946701246072339
2023-10-28,11.209071609886296
2023-10-29,10.919137940512952
2023-10-30,11.105962059163092
2023-10-31,11.230300673011774
2023-11-01,11.368975229986194
2023-11-02,11.630389958453176
2023-11-03,11.001668469385638
2023-11-04,11.491212082670621
2023-11-05,11.48065573459435
2023-11-06,12.22698543903023
2023-11-07,13.00225650710594
2023-11-08,13.036330673559341
2023-11-09,14.937511756933729
2023-11-10,14.660164737598192
2023-11-11,15.543745358274903
2023-11-12,16.522366038326155
2023-11-13,16.001615818403046
2023-11-14,14.386352020390351
2023-11-15,13.967890493529998
2023-11-16,15.006911599620532
2023-11-17,13.892455112698663
2023-11-18,13.64247851809854
2023-11-19,13.751157621539909
2023-11-20,14.934227795202501
2023-11-21,14.439354806026486
2023-11-22,13.61823478250274
2023-11-23,14.23266057162951
2023-11-24,14.390929078115178
2023-11-25,14.458075191193798
2023-11-26,14.73108326500334
2023-11-27,14.785339450816055
2023-11-28,14.226318424883564
2023-11-29,14.50667670735216
2023-11-30,14.489977341519456
2023-12-01,14.393208912075123
2023-12-02,14.98534525007226
2023-12-03,16.00511803031201
2023-12-04,15.725823590064403
2023-12-05,15.760485729890624
2023-12-06,15.721532920708961
2023-12-07,15.301470696219729
2023-12-08,15.713586856694313
2023-12-09,16.966858857885697
2023-12-10,16.228252970121254
2023-12-11,16.32314771643231
2023-12-12,14.757580129892647
2023-12-13,14.508302668679773
2023-12-14,14.770819411788821
2023-12-15,15.40140224139454
2023-12-16,14.269410709343532
2023-12-17,14.312478147693124
2023-12-18,14.025458340002304
2023-12-19,14.64851678284986
2023-12-20,14.071075715701893
2023-12-21,14.2087087007393
2023-12-22,15.279276986308899
2023-12-23,15.497920085646589
2023-12-24,15.681731948172379
2023-12-25,15.291258898917343
2023-12-26,15.6126461277896
2023-12-27,15.068264694705913
2023-12-28,16.64237036753479
2023-12-29,16.051461472529084
2023-12-30,15.528247553752367
2023-12-31,15.197976966244731
2024-01-01,14.920925104492913
2024-01-02,15.531767911179617
2024-01-03,15.195813482381375
2024-01-04,14.143246901092953
2024-01-05,14.544061582297742
2024-01-06,14.070064831820096
2024-01-07,13.41940633069471
2024-01-08,13.105073261510308
2024-01-09,14.153296854055547
2024-01-10,13.71026556356282
2024-01-11,15.029927154856383
2024-01-12,14.9977475293525
2024-01-13,14.118623015356173
2024-01-14,14.368334995322957
2024-01-15,14.796981811279162
2024-01-16,15.212022301427341
2024-01-17,15.272358165469788
2024-01-18,15.699130110623466
2024-01-19,14.654008720429925
2024-01-20,16.086678781551996
2024-01-21,15.722897031678631
2024-01-22,15.408740384890873
2024-01-23,14.515962012925453
2024-01-24,14.265855010566892
2024-01-25,14.23948595271002
2024-01-26,13.78635973872808
2024-01-27,14.188128606829817
2024-01-28,14.34294954367034
2024-01-29,14.488636990721131
2024-01-30,14.986884453476765
2024-01-31,15.437437826951967
2024-02-01,15.409996844791776
2024-02-02,17.124666110606697
2024-02-03,17.767216641923824
2024-02-04,17.64043091636434
2024-02-05,18.19201810497985
2024-02-06,19.11896660452867
2024-02-07,18.30239142752814
