timestamp,price
2023-08-06,6.07877136484414
2023-08-07,5.937119516058473
2023-08-08,5.862996640739366
2023-08-09,6.08980527318621
2023-08-10,6.269968099851011
2023-08-11,6.189792763677385
2023-08-12,6.180008349186195
2023-08-13,6.2170567918918245
2023-08-14,6.088591197811466
2023-08-15,6.257406968659907
2023-08-16,5.959560064521973
2023-08-17,5.451049165488188
2023-08-18,4.982680361983372
2023-08-19,4.907399846795051
2023-08-20,4.905424053114869
2023-08-21,4.898565946548346
2023-08-22,4.768798125792222
2023-08-23,4.666247062221052
2023-08-24,4.759962912061234
2023-08-25,4.654428212140263
2023-08-26,4.549194700542477
2023-08-27,4.60147595264
2023-08-28,4.682350764728119
2023-08-29,4.67215236898423
2023-08-30,4.794863800798531
2023-08-31,4.64067550921991
2023-09-01,4.3651626599275914
2023-09-02,4.267576618703471
2023-09-03,4.389263398511985
2023-09-04,4.414684889074629
2023-09-05,4.44684273369752
2023-09-06,4.372883505014935
2023-09-07,4.457635147779802
2023-09-08,4.4691531541840055
2023-09-09,4.365747317385783
2023-09-10,4.32290457482839
2023-09-11,4.219789006256054
2023-09-12,4.10275853477111
2023-09-13,4.198569169699893
2023-09-14,4.254666061673919
2023-09-15,4.270521267809417
2023-09-16,4.347395984193367
2023-09-17,4.340973362705931
2023-09-18,4.27879574500793
2023-09-19,4.35557523679797
2023-09-20,4.409426049546783
2023-09-21,4.367912861832694
2023-09-22,4.243187301759727
2023-09-23,4.262054886747929
2023-09-24,4.27645189842281
2023-09-25,4.22711391617684
2023-09-26,4.2711626670090554
2023-09-27,4.254098778720405
2023-09-28,4.2483712773930264
2023-09-29,4.419510324461166
2023-09-30,4.401030736692717
2023-10-01,4.460812190988856
2023-10-02,4.655743113278835
2023-10-03,4.470268006435837
2023-10-04,4.362909584755381
2023-10-05,4.30639237104564
2023-10-06,4.308637099200266
2023-10-07,4.395092012261947
2023-10-08,4.368897950121557
2023-10-09,4.345275425331237
2023-10-10,4.138099227120081
2023-10-11,4.118319567316827
2023-10-12,4.118909169841182
2023-10-13,4.000670123667084
2023-10-14,4.025403219814025
2023-10-15,4.084983281264708
2023-10-16,4.100530750301997
2023-10-17,4.131109764138185
2023-10-18,3.8869061212226454
2023-10-19,3.936176437867461
2023-10-20,3.9285752168514336
2023-10-21,3.9971859167499577
2023-10-22,4.139877742498645
2023-10-23,4.205720239857054
2023-10-24,4.365628373059609
2023-10-25,4.217179936812065
2023-10-26,4.169996001602249
2023-10-27,4.104720926603438
2023-10-28,4.030118276173578
2023-10-29,4.084331133501106
2023-10-30,4.154208192494763
2023-10-31,4.17784274990864
2023-11-01,4.14734094064453
2023-11-02,4.757715354031566
2023-11-03,4.702988295136428
2023-11-04,4.667385981777792
2023-11-05,4.703036987607448
2023-11-06,4.775412185635491
2023-11-07,5.12000436242522
2023-11-08,4.93237514050087
2023-11-09,5.195357062988965
2023-11-10,5.144556691137654
2023-11-11,5.285764597768319
2023-11-12,5.400956175326216
2023-11-13,5.415712073411506
2023-11-14,5.252825950194345
2023-11-15,5.055679004560087
2023-11-16,5.384688745118397
2023-11-17,5.207941310694823
2023-11-18,5.083686812064168
2023-11-19,5.063220237395723
2023-11-20,5.233419063232131
2023-11-21,5.185068631560517
2023-11-22,4.899424821014925
2023-11-23,6.122042109648416
2023-11-24,6.356736314580716
2023-11-25,6.1636573728611355
2023-11-26,6.180898666900646
2023-11-27,6.177968835665058
2023-11-28,6.2928440095208416
2023-11-29,6.157620392477742
2023-11-30,6.007078066351634
2023-12-01,5.9539004042740675
2023-12-02,6.0122156028981735
2023-12-03,6.16638346580639
2023-12-04,6.059178109405703
2023-12-05,6.105775736680144
2023-12-06,6.259444730524235
2023-12-07,5.9932130989863985
2023-12-08,6.281495258154049
2023-12-09,6.5386185964959385
2023-12-10,6.8316050378076305
2023-12-11,6.599378841400292
2023-12-12,6.089716711570053
2023-12-13,6.229275423341631
2023-12-14,6.2924906865165795
2023-12-15,6.3607304023147435
2023-12-16,6.026985885563229
2023-12-17,6.154178810491083
2023-12-18,6.070899799407191
2023-12-19,5.935193819640423
2023-12-20,5.829708165866221
2023-12-21,5.92625554435318
2023-12-22,6.169051824095733
2023-12-23,6.40129731124744
2023-12-24,6.334079274205698
2023-12-25,6.85467460705674
2023-12-26,6.972945348714778
2023-12-27,7.31433268565004
2023-12-28,7.24260684196154
2023-12-29,7.785610561124434
2023-12-30,7.564943890054932
2023-12-31,7.387025834284659
2024-01-01,7.2087459337039
2024-01-02,7.61137217008605
2024-01-03,7.174654269095826
2024-01-04,6.433269911687921
2024-01-05,6.528889121901363
2024-01-06,6.4313903968695945
2024-01-07,6.3168178886033965
2024-01-08,5.998816864162311
2024-01-09,6.225144742983691
2024-01-10,6.000036465120483
2024-01-11,6.561328959345228
2024-01-12,6.820376004259062
2024-01-13,6.616036423907409
2024-01-14,6.635126465253917
2024-01-15,6.319141773483271
2024-01-16,6.6889757444095395
2024-01-17,6.8376688225604285
2024-01-18,6.767516243285675
2024-01-19,6.307510887915065
2024-01-20,6.344688790520725
2024-01-21,6.466669389766867
2024-01-22,6.3714857932069915
2024-01-23,6.020439179627655
2024-01-24,5.840927321013115
2024-01-25,5.872442149306235
2024-01-26,5.75022472853343
2024-01-27,5.948574423289836
2024-01-28,5.990690438550045
2024-01-29,5.947056739178938
2024-01-30,6.140104563085944
2024-01-31,6.259799832737307
2024-02-01,5.997855780566606
2024-02-02,6.043763969503994
2024-02-03,6.1360977061406015
2024-02-04,6.103826150712939
2024-02-05,5.985343619763176
