timestamp,price,trailing_stop_loss,tsl_value,hold_value
2023-08-06,1.6890376701415168,1.6890376701415168,10000.0,10000.0
2023-08-07,1.7003506478464891,1.6890376701415168,10066.978835966544,10066.978835966544
2023-08-08,1.796504089128246,1.6890376701415168,10636.258272307952,10636.258272307952
2023-08-09,1.6829939358027963,1.6890376701415168,9964.217883084786,9964.217883084786
2023-08-10,1.554537658297538,1.6890376701415168,10000.0,9203.688501318567
2023-08-11,1.577346728511382,1.6890376701415168,10000.0,9338.730310137034
2023-08-12,1.5862886218472083,1.6890376701415168,10000.0,9391.671067432737
2023-08-13,1.551728932217757,1.6890376701415168,10000.0,9187.059351303542
2023-08-14,1.5387755242144157,1.6890376701415168,10000.0,9110.36829679168
2023-08-15,1.5325075732769615,1.6890376701415168,10000.0,9073.258698537846
2023-08-16,1.4716146281920075,1.6890376701415168,10000.0,8712.740125379842
2023-08-17,1.4048760313695097,1.6890376701415168,10000.0,8317.612189500791
2023-08-18,1.3607369827023112,1.6890376701415168,10000.0,8056.285580583299
2023-08-19,1.4402799559445116,1.6890376701415168,10000.0,8527.222224853263
2023-08-20,1.4724309103351123,1.6890376701415168,10000.0,8717.572949167818
2023-08-21,1.471873430792369,1.6890376701415168,10000.0,8714.272374215594
2023-08-22,1.5312055674546237,1.6890376701415168,10000.0,9065.550132616821
2023-08-23,1.5779892846597026,1.6890376701415168,10000.0,9342.534583775683
2023-08-24,1.5584157027474468,1.6890376701415168,10000.0,9226.648583964821
2023-08-25,1.5859720198282763,1.6890376701415168,10000.0,9389.796615343665
2023-08-26,1.46924706256871,1.6890376701415168,10000.0,8698.722879553115
2023-08-27,1.4818619337540648,1.6890376701415168,10000.0,8773.409616316647
2023-08-28,1.4535845235270186,1.6890376701415168,10000.0,8605.992330563175
2023-08-29,1.42253670560971,1.6890376701415168,10000.0,8422.172760010273
2023-08-30,1.4913208197279904,1.6890376701415168,10000.0,8829.411244587809
2023-08-31,1.4834838750983788,1.6890376701415168,10000.0,8783.012370435079
2023-09-01,1.3910540800500484,1.6890376701415168,10000.0,8235.7788973025
2023-09-02,1.3176159559772989,1.6890376701415168,10000.0,7800.986202201765
2023-09-03,1.3180207884928898,1.6890376701415168,10000.0,7803.383025687395
2023-09-04,1.339370145329066,1.6890376701415168,10000.0,7929.782556103952
2023-09-05,1.3412393791818171,1.6890376701415168,10000.0,7940.849413201309
2023-09-06,1.345221007685992,1.6890376701415168,10000.0,7964.42276845893
2023-09-07,1.3304228248232028,1.6890376701415168,10000.0,7876.809667079437
2023-09-08,1.3379820700261618,1.6890376701415168,10000.0,7921.564413149284
2023-09-09,1.2986584360767148,1.6890376701415168,10000.0,7688.747616670421
2023-09-10,1.293666540416093,1.6890376701415168,10000.0,7659.192943326731
2023-09-11,1.2693597744659968,1.6890376701415168,10000.0,7515.283980372344
2023-09-12,1.2757594089691802,1.6890376701415168,10000.0,7553.173215268136
2023-09-13,1.3381823763626617,1.6890376701415168,10000.0,7922.750333037518
2023-09-14,1.3527252019200895,1.6890376701415168,10000.0,8008.851583557344
2023-09-15,1.3580675915057836,1.6890376701415168,10000.0,8040.481367073342
2023-09-16,1.4064072157412162,1.6890376701415168,10000.0,8326.677614143322
2023-09-17,1.393033247899916,1.6890376701415168,10000.0,8247.496622045142
2023-09-18,1.3731996489812348,1.6890376701415168,10000.0,8130.071183469701
2023-09-19,1.36858048542308,1.6890376701415168,10000.0,8102.723282118467
2023-09-20,1.380530290661975,1.6890376701415168,10000.0,8173.472475284146
2023-09-21,1.3907134619171069,1.6890376701415168,10000.0,8233.762257064316
2023-09-22,1.2970176450950857,1.6890376701415168,10000.0,7679.033262688655
2023-09-23,1.2928352070198283,1.6890376701415168,10000.0,7654.27100812682
2023-09-24,1.2983212012091505,1.6890376701415168,10000.0,7686.751007160012
2023-09-25,1.2633786506803315,1.6890376701415168,10000.0,7479.8725511816365
2023-09-26,1.2495853425483463,1.6890376701415168,10000.0,7398.2088418646645
2023-09-27,1.2871569657575173,1.6890376701415168,10000.0,7620.652804325389
2023-09-28,1.269241791241121,1.6890376701415168,10000.0,7514.585457024039
2023-09-29,1.3226988853557538,1.6890376701415168,10000.0,7831.079843500061
2023-09-30,1.3353956124429447,1.6890376701415168,10000.0,7906.251210673459
2023-10-01,1.3449755806325707,1.6890376701415168,10000.0,7962.96970996438
2023-10-02,1.4126450740211864,1.6890376701415168,10000.0,8363.609047883623
2023-10-03,1.396145360105351,1.6890376701415168,10000.0,8265.921979042507
2023-10-04,1.3214380237918668,1.6890376701415168,10000.0,7823.614873439439
2023-10-05,1.3307809718922363,1.6890376701415168,10000.0,7878.93008792833
2023-10-06,1.3015230608390935,1.6890376701415168,10000.0,7705.707716572389
2023-10-07,1.3057800742856296,1.6890376701415168,10000.0,7730.911496936739
2023-10-08,1.2902165538798187,1.6890376701415168,10000.0,7638.767190856775
2023-10-09,1.28077029220037,1.6890376701415168,10000.0,7582.840305113266
2023-10-10,1.2288710890827932,1.6890376701415168,10000.0,7275.569460684862
2023-10-11,1.2442696410329577,1.6890376701415168,10000.0,7366.737065898038
2023-10-12,1.2435206364548144,1.6890376701415168,10000.0,7362.302561023553
2023-10-13,1.1901143000538124,1.6890376701415168,10000.0,7046.10868716799
2023-10-14,1.2073350213215854,1.6890376701415168,10000.0,7148.064502436043
2023-10-15,1.199447396197045,1.6890376701415168,10000.0,7101.365572838578
2023-10-16,1.208397512533259,1.6890376701415168,10000.0,7154.355014663544
2023-10-17,1.2359239562663995,1.6890376701415168,10000.0,7317.326179959308
